2024-04-20,352,Кефир,61,6995
2024-07-21,610,Молоко,57,1255
2024-06-07,553,Молоко,66,7225
2024-07-03,515,Колбаса,76,1641
2024-03-30,678,Молоко,12,1805
2024-06-26,78,Хлеб,70,1288
2024-07-02,889,Сыр,52,4571
2024-02-23,786,Кефир,14,8510
2024-04-05,69,Молоко,41,3272
2024-06-25,865,Молоко,17,5430
2024-02-01,161,Хлеб,16,9028
2024-07-04,610,Конфеты,78,6960
2024-01-17,963,Консервы,24,7485
2024-05-30,790,Сыр,94,2614
2024-06-26,680,Конфеты,25,532
2024-05-16,838,Консервы,94,4242
2024-07-17,689,Консервы,4,8082
2024-01-06,457,Сыр,22,2674
2024-01-21,831,Консервы,100,6595
2024-01-07,186,Сыр,41,9131
2024-01-10,725,Хлеб,95,4285
2024-08-02,129,Колбаса,96,358
2024-04-12,408,Колбаса,86,5159
2024-01-31,222,Кефир,89,5049
2024-07-18,28,Кефир,87,7452
2024-06-07,122,Сыр,47,817
2024-07-23,337,Колбаса,52,1405
2024-06-24,988,Хлеб,28,6880
2024-07-01,54,Конфеты,3,609
2024-06-12,57,Яблоки,85,2627
2024-05-05,566,Консервы,99,752
2024-01-05,264,Конфеты,64,1777
2024-01-10,861,Молоко,23,7371
2024-01-23,444,Яблоки,75,1191
2024-03-13,718,Конфеты,37,793
2024-04-13,809,Яблоки,66,4419
2024-03-16,232,Конфеты,85,3556
2024-04-16,335,Сыр,21,6860
2024-07-21,950,Кефир,21,7691
2024-07-02,207,Сыр,99,477
2024-05-02,890,Молоко,14,622
2024-06-05,859,Конфеты,24,8437
2024-04-10,858,Хлеб,92,3227
2024-05-17,265,Яблоки,71,2530
2024-05-02,521,Яблоки,62,4652
2024-01-07,452,Консервы,54,7417
2024-07-27,157,Кефир,92,9720
2024-01-12,619,Сыр,66,2745
2024-06-29,406,Консервы,16,2526
2024-05-09,145,Конфеты,32,1074
2024-02-10,253,Яблоки,64,8614
2024-07-22,336,Яблоки,26,1570
2024-03-02,428,Кефир,15,7601
2024-01-07,293,Хлеб,79,8629
2024-01-01,219,Колбаса,94,3872
2024-06-20,617,Сыр,77,9886
2024-06-10,313,Конфеты,47,5910
2024-03-06,648,Сыр,80,7038
2024-07-15,289,Конфеты,58,9014
2024-05-22,726,Консервы,28,2596
2024-05-18,169,Сыр,61,5523
2024-02-22,790,Яблоки,72,6556
2024-07-04,77,Консервы,44,7956
2024-04-29,704,Колбаса,65,7932
2024-06-10,923,Колбаса,41,3796
2024-04-20,456,Яблоки,31,4262
2024-03-21,62,Сыр,63,9101
2024-04-09,939,Сыр,26,5485
2024-06-16,833,Колбаса,41,4822
2024-03-17,32,Яблоки,84,274
2024-01-25,825,Хлеб,59,9547
2024-01-22,480,Хлеб,40,8366
2024-03-18,825,Колбаса,31,5675
2024-07-27,212,Сыр,6,8852
2024-06-11,992,Кефир,46,682
2024-07-24,676,Молоко,99,7849
2024-05-12,188,Кефир,73,8614
2024-04-22,266,Молоко,100,890
2024-01-19,332,Колбаса,33,2816
2024-03-17,44,Сыр,87,8747
2024-06-06,416,Хлеб,18,5277
2024-01-08,325,Консервы,16,9585
2024-01-31,914,Конфеты,27,3653
2024-06-07,188,Хлеб,62,2689
2024-01-13,302,Кефир,64,9372
2024-05-17,980,Хлеб,76,6212
2024-07-02,57,Конфеты,77,6135
2024-04-14,19,Яблоки,36,4118
2024-06-27,556,Кефир,79,5096
2024-02-08,414,Кефир,17,7297
2024-04-17,188,Колбаса,50,5550
2024-07-07,649,Сыр,92,2030
2024-07-31,970,Консервы,8,7717
2024-03-08,390,Консервы,100,9147
2024-05-05,134,Сыр,70,747
2024-02-03,942,Молоко,60,2806
2024-05-22,950,Сыр,11,5358
2024-04-10,708,Консервы,50,5384
2024-01-14,523,Консервы,39,7659
2024-02-12,778,Консервы,8,646
2024-05-15,367,Яблоки,37,8495
2024-02-24,839,Хлеб,83,485
2024-03-23,653,Хлеб,35,4996
2024-03-08,906,Конфеты,41,7987
2024-06-16,332,Яблоки,77,5330
2024-06-30,54,Колбаса,3,3117
2024-07-18,666,Молоко,92,9255
2024-03-17,699,Хлеб,9,9060
2024-05-22,936,Сыр,34,7453
2024-06-20,554,Сыр,56,3681
2024-01-10,731,Колбаса,42,6097
2024-01-23,245,Сыр,62,8922
2024-04-27,154,Консервы,82,7852
2024-07-25,849,Кефир,67,6612
2024-01-19,762,Конфеты,55,7377
2024-03-13,526,Яблоки,10,3553
2024-07-28,401,Кефир,16,5894
2024-05-07,494,Яблоки,29,4856
2024-07-28,241,Хлеб,40,1667
2024-01-28,433,Консервы,37,6182
2024-06-07,260,Консервы,78,4982
2024-01-05,35,Консервы,80,4626
2024-05-01,154,Конфеты,20,9611
2024-02-13,541,Хлеб,97,7862
2024-07-14,491,Колбаса,94,5299
2024-01-12,342,Консервы,73,4927
2024-02-20,531,Молоко,5,2776
2024-04-08,503,Конфеты,6,3763
2024-06-11,956,Яблоки,85,500
2024-05-02,161,Молоко,16,238
2024-06-27,934,Консервы,95,5556
2024-04-25,878,Хлеб,4,6225
2024-01-09,393,Консервы,5,1154
2024-08-01,833,Молоко,1,3942
2024-03-11,338,Молоко,71,7784
2024-04-02,445,Консервы,97,4598
2024-02-11,671,Яблоки,1,3887
2024-03-08,93,Хлеб,11,8463
2024-07-23,173,Кефир,100,3054
2024-05-09,200,Кефир,41,901
2024-06-23,528,Кефир,96,5834
2024-02-07,329,Кефир,94,3914
2024-02-25,971,Хлеб,79,164
2024-03-13,270,Молоко,52,9120
2024-03-06,288,Конфеты,46,5004
2024-08-02,924,Хлеб,97,4591
2024-03-03,664,Яблоки,75,6806
2024-04-10,761,Сыр,88,8417
2024-04-09,953,Молоко,78,9345
2024-08-03,286,Консервы,45,2023
2024-05-26,330,Молоко,91,4332
2024-06-03,323,Яблоки,16,6116
2024-02-11,815,Кефир,46,9441
2024-06-02,543,Кефир,34,2575
2024-07-02,964,Сыр,18,5620
2024-07-09,842,Конфеты,32,3939
2024-06-19,998,Хлеб,97,6089
2024-04-28,650,Сыр,82,5839
2024-02-03,140,Хлеб,17,8889
2024-02-17,596,Кефир,100,711
2024-05-02,806,Молоко,62,7875
2024-07-13,218,Хлеб,11,5525
2024-04-12,154,Хлеб,85,1903
2024-04-01,472,Яблоки,72,8146
2024-04-03,348,Кефир,7,961
2024-06-26,673,Конфеты,14,4447
2024-05-08,392,Сыр,84,3527
2024-02-27,524,Конфеты,94,9919
2024-05-27,202,Конфеты,81,2950
2024-04-23,106,Сыр,73,5438
2024-07-15,97,Сыр,71,9552
2024-07-24,431,Конфеты,74,4887
2024-06-29,106,Сыр,84,3973
2024-06-14,806,Сыр,96,2636
2024-05-22,127,Яблоки,65,7793
2024-01-08,326,Яблоки,7,3590
2024-07-13,196,Конфеты,75,175
2024-07-26,683,Кефир,58,4752
2024-04-12,697,Яблоки,37,2251
2024-01-22,334,Консервы,76,8798
2024-03-06,10,Консервы,98,2674
2024-05-12,790,Конфеты,18,6457
2024-04-03,725,Хлеб,30,9200
2024-06-29,17,Молоко,57,4314
2024-01-20,576,Яблоки,75,7834
2024-07-25,25,Конфеты,13,1969
2024-07-24,120,Колбаса,80,2029
2024-05-26,731,Молоко,17,5028
2024-08-02,728,Консервы,82,3474
2024-03-06,343,Консервы,94,720
2024-02-04,726,Яблоки,26,4535
2024-02-08,752,Сыр,3,9020
2024-01-11,851,Молоко,7,1606
2024-03-17,751,Кефир,24,9986
2024-06-29,942,Яблоки,24,7866
2024-07-18,466,Консервы,27,5324
2024-06-01,708,Хлеб,8,7916
2024-06-23,540,Сыр,96,5533
2024-04-16,320,Сыр,31,7155
2024-03-21,415,Яблоки,50,8348
2024-03-12,664,Кефир,77,5271
2024-04-02,505,Конфеты,74,2354
2024-07-12,581,Хлеб,40,2329
2024-01-20,663,Сыр,77,478
2024-03-08,630,Хлеб,28,8116
2024-06-07,968,Яблоки,17,8781
2024-06-27,554,Кефир,42,1686
2024-03-15,632,Консервы,85,1187
2024-04-18,796,Колбаса,24,8483
2024-01-27,141,Конфеты,38,5211
2024-03-06,428,Конфеты,76,7829
2024-03-03,159,Молоко,93,7588
2024-07-29,94,Колбаса,15,6511
2024-03-17,439,Консервы,75,4671
2024-04-29,472,Яблоки,19,5870
2024-04-07,318,Сыр,7,7818
2024-01-24,178,Конфеты,72,6281
2024-06-17,61,Сыр,5,4079
2024-04-19,799,Сыр,72,9747
2024-07-16,584,Кефир,39,683
2024-03-16,847,Колбаса,82,5780
2024-05-01,493,Кефир,60,4270
2024-06-11,696,Кефир,37,2247
2024-06-21,890,Сыр,53,1778
2024-07-25,612,Конфеты,33,9156
2024-07-06,440,Колбаса,83,901
2024-04-26,361,Молоко,52,7752
2024-06-17,1000,Молоко,3,2086
2024-02-07,493,Конфеты,34,6489
2024-02-14,623,Яблоки,73,7439
2024-01-10,597,Молоко,44,1162
2024-04-22,883,Консервы,16,3493
2024-03-12,477,Сыр,41,6633
2024-03-15,356,Консервы,90,5111
